text,reading,btype
足代,あしだい,名詞
あしだい,あしだい,名詞
足手纏いだ,あしでまといだ,形容詞
足手纏だ,あしでまといだ,形容詞
足手まといだ,あしでまといだ,形容詞
あしでまといだ,あしでまといだ,形容詞
足止め,あしどめ,名詞
足留め,あしどめ,名詞
足留,あしどめ,名詞
足どめ,あしどめ,名詞
あしどめ,あしどめ,名詞
足取り,あしどり,名詞
足取,あしどり,名詞
足どり,あしどり,名詞
あしどり,あしどり,名詞
足長,あしなが,名詞
あしなが,あしなが,名詞
足並み,あしなみ,名詞
足並,あしなみ,名詞
足なみ,あしなみ,名詞
あしなみ,あしなみ,名詞
足慣らし,あしならし,名詞
足ならし,あしならし,名詞
あしならし,あしならし,名詞
足場,あしば,名詞
あしば,あしば,名詞
足早だ,あしばやだ,形容詞
あしばやだ,あしばやだ,形容詞
足踏み,あしぶみ,名詞
足ぶみ,あしぶみ,名詞
あしぶみ,あしぶみ,名詞
足下,あしもと,名詞
足元,あしもと,名詞
あしもと,あしもと,名詞
亜種,あしゅ,名詞
亜しゅ,あしゅ,名詞
あしゅ,あしゅ,名詞
あしらう,あしらう,動詞
あしらえる,あしらえる,動詞
足技,あしわざ,名詞
足わざ,あしわざ,名詞
あしわざ,あしわざ,名詞
味,あじ,名詞
あじ,あじ,名詞
鰺,あじ,名詞
アジ,あじ,名詞
あじ,あじ,名詞
アジェンダ,あじぇんだ,名詞
味気無い,あじけない,形容詞
あじ気無い,あじけない,形容詞
味気ない,あじけない,形容詞
味け無い,あじけない,形容詞
あじ気ない,あじけない,形容詞
あじけ無い,あじけない,形容詞
味けない,あじけない,形容詞
あじけない,あじけない,形容詞
紫陽花,あじさい,名詞
あじさい,あじさい,名詞
アジサイ,あじさい,名詞
味付け,あじつけ,名詞
味付,あじつけ,名詞
味つけ,あじつけ,名詞
あじつけ,あじつけ,名詞
味な,あじな,連体詞
あじな,あじな,連体詞
味見,あじみ,名詞
あじみ,あじみ,名詞
味わう,あじわう,動詞
あじわう,あじわう,動詞
味わえる,あじわえる,動詞
あじわえる,あじわえる,動詞
明日,あす,名詞
あす,あす,名詞
アスベスト,あすべすと,名詞
アスレチック,あすれちっく,名詞
与かる,あずかる,動詞
与る,あずかる,動詞
あずかる,あずかる,動詞
預かる,あずかる,動詞
預る,あずかる,動詞
あずかる,あずかる,動詞
与かれる,あずかれる,動詞
与れる,あずかれる,動詞
あずかれる,あずかれる,動詞
預かれる,あずかれる,動詞
預れる,あずかれる,動詞
あずかれる,あずかれる,動詞
小豆,あずき,名詞
あずき,あずき,名詞
預け入れる,あずけいれる,動詞
あずけ入れる,あずけいれる,動詞
預けいれる,あずけいれる,動詞
あずけいれる,あずけいれる,動詞
預ける,あずける,動詞
あずける,あずける,動詞
汗,あせ,名詞
あせ,あせ,名詞
汗す,あせす,動詞
あせす,あせす,動詞
汗する,あせする,動詞
あせする,あせする,動詞
汗だくだ,あせだくだ,形容詞
あせだくだ,あせだくだ,形容詞
汗ばむ,あせばむ,動詞
あせばむ,あせばむ,動詞
汗ばめる,あせばめる,動詞
あせばめる,あせばめる,動詞
汗水,あせみず,名詞
あせ水,あせみず,名詞
あせみず,あせみず,名詞
汗みどろだ,あせみどろだ,形容詞
あせみどろだ,あせみどろだ,形容詞
汗疹,あせも,名詞
あせも,あせも,名詞
焦る,あせる,動詞
あせる,あせる,動詞
あせれる,あせれる,動詞
畦,あぜ,名詞
畔,あぜ,名詞
あぜ,あぜ,名詞
校倉,あぜくら,名詞
あぜくら,あぜくら,名詞
畦道,あぜみち,名詞
畔道,あぜみち,名詞
あぜ道,あぜみち,名詞
あぜみち,あぜみち,名詞
唖然たる,あぜんたる,形容詞
唖ぜんたる,あぜんたる,形容詞
あ然たる,あぜんたる,形容詞
あぜんたる,あぜんたる,形容詞
遊び心,あそびごころ,名詞
あそびごころ,あそびごころ,名詞
遊び半分だ,あそびはんぶんだ,形容詞
あそびはんぶんだ,あそびはんぶんだ,形容詞
遊び場,あそびば,名詞
あそびば,あそびば,名詞
遊ぶ,あそぶ,動詞
あそぶ,あそぶ,動詞
遊べる,あそべる,動詞
あそべる,あそべる,動詞
価,あたい,名詞
あたい,あたい,名詞
値,あたい,名詞
あたい,あたい,名詞
値す,あたいす,動詞
あたいす,あたいす,動詞
値する,あたいする,動詞
あたいする,あたいする,動詞
与える,あたえる,動詞
あたえる,あたえる,動詞
あたかも,あたかも,副詞
あたし,あたし,名詞
暖かい,あたたかい,形容詞
あたたかい,あたたかい,形容詞
温かい,あたたかい,形容詞
あたたかい,あたたかい,形容詞
暖かだ,あたたかだ,形容詞
あたたかだ,あたたかだ,形容詞
温かだ,あたたかだ,形容詞
あたたかだ,あたたかだ,形容詞
暖まる,あたたまる,動詞
あたたまる,あたたまる,動詞
温まる,あたたまる,動詞
あたたまる,あたたまる,動詞
暖まれる,あたたまれる,動詞
あたたまれる,あたたまれる,動詞
温まれる,あたたまれる,動詞
あたたまれる,あたたまれる,動詞
暖める,あたためる,動詞
あたためる,あたためる,動詞
温める,あたためる,動詞
あたためる,あたためる,動詞
アタッカ,あたっか,名詞
アタッカー,あたっかー,名詞
アタック,あたっく,名詞
あたふた,あたふた,副詞
頭,あたま,名詞
あたま,あたま,名詞
頭打ち,あたまうち,名詞
あたまうち,あたまうち,名詞
頭から,あたまから,副詞
あたまから,あたまから,副詞
頭金,あたまきん,名詞
あたまきん,あたまきん,名詞
頭越し,あたまごし,名詞
頭ごし,あたまごし,名詞
あたまごし,あたまごし,名詞
頭ごなし,あたまごなし,名詞
あたまごなし,あたまごなし,名詞
新しい,あたらしい,形容詞
あたらしい,あたらしい,形容詞
辺り,あたり,名詞
あたり,あたり,名詞
当たり障り,あたりさわり,名詞
当り障り,あたりさわり,名詞
当たりさわり,あたりさわり,名詞
当りさわり,あたりさわり,名詞
あたりさわり,あたりさわり,名詞
当たり年,あたりどし,名詞
当り年,あたりどし,名詞
あたりどし,あたりどし,名詞
当たり前だ,あたりまえだ,形容詞
当り前だ,あたりまえだ,形容詞
あたりまえだ,あたりまえだ,形容詞
当たり役,あたりやく,名詞
当り役,あたりやく,名詞
あたりやく,あたりやく,名詞
当たる,あたる,動詞
当る,あたる,動詞
あたる,あたる,動詞
当たれる,あたれる,動詞
当れる,あたれる,動詞
あたれる,あたれる,動詞
仇,あだ,名詞
あだ,あだ,名詞
仇討ち,あだうち,名詞
あだ討ち,あだうち,名詞
仇うち,あだうち,名詞
あだうち,あだうち,名詞
徒名,あだな,名詞
仇名,あだな,名詞
あだ名,あだな,名詞
あだな,あだな,名詞
アダルト,あだると,名詞
あちこち,あちこち,副詞
あちらこちら,あちらこちら,副詞
アッ,あっ,感動詞
あっ,あっ,感動詞
悪化,あっか,名詞
あっか,あっか,名詞
圧巻,あっかん,名詞
圧かん,あっかん,名詞
あっ巻,あっかん,名詞
あっかん,あっかん,名詞
悪漢,あっかん,名詞
あっかん,あっかん,名詞
呆気無い,あっけない,形容詞
あっ気無い,あっけない,形容詞
呆気ない,あっけない,形容詞
呆け無い,あっけない,形容詞
あっ気ない,あっけない,形容詞
あっけ無い,あっけない,形容詞
呆けない,あっけない,形容詞
あっけない,あっけない,形容詞
あっけにとられる,あっけにとられる,動詞
あっけらかん,あっけらかん,副詞
圧搾,あっさく,名詞
圧さく,あっさく,名詞
あっ搾,あっさく,名詞
あっさく,あっさく,名詞
あっさり,あっさり,副詞
圧死,あっし,名詞
あっ死,あっし,名詞
あっし,あっし,名詞
圧縮,あっしゅく,名詞
圧しゅく,あっしゅく,名詞
あっ縮,あっしゅく,名詞
あっしゅく,あっしゅく,名詞
圧勝,あっしょう,名詞
あっ勝,あっしょう,名詞
あっしょう,あっしょう,名詞
圧す,あっす,動詞
あっす,あっす,動詞
圧する,あっする,動詞
あっする,あっする,動詞
圧政,あっせい,名詞
圧せい,あっせい,名詞
あっ政,あっせい,名詞
あっせい,あっせい,名詞
圧せる,あっせる,動詞
あっせる,あっせる,動詞
斡旋,あっせん,名詞
斡せん,あっせん,名詞
あっ旋,あっせん,名詞
あっせん,あっせん,名詞
あったかい,あったかい,形容詞
あったかい,あったかい,形容詞
あっちこっち,あっちこっち,副詞
アッと言う間,あっというま,名詞
あっと言う間,あっというま,名詞
アッと言うま,あっというま,名詞
アッという間,あっというま,名詞
あっと言うま,あっというま,名詞
あっという間,あっというま,名詞
アッというま,あっというま,名詞
あっというま,あっというま,名詞
圧倒,あっとう,名詞
圧とう,あっとう,名詞
あっ倒,あっとう,名詞
あっとう,あっとう,名詞
圧迫,あっぱく,名詞
圧ぱく,あっぱく,名詞
あっ迫,あっぱく,名詞
あっぱく,あっぱく,名詞
あっぱれ,あっぱれ,感動詞
あっぱれだ,あっぱれだ,形容詞
アップ,あっぷ,名詞
あっぷあっぷ,あっぷあっぷ,副詞
アップデート,あっぷでーと,名詞
熱々,あつあつ,名詞
熱熱,あつあつ,名詞
あつあつ,あつあつ,名詞
厚い,あつい,形容詞
あつい,あつい,形容詞
暑い,あつい,形容詞
あつい,あつい,形容詞
熱い,あつい,形容詞
あつい,あつい,形容詞
圧延,あつえん,名詞
圧えん,あつえん,名詞
あつ延,あつえん,名詞
あつえん,あつえん,名詞
扱う,あつかう,動詞
あつかう,あつかう,動詞
扱える,あつかえる,動詞
あつかえる,あつかえる,動詞
厚かましい,あつかましい,形容詞
あつかましい,あつかましい,形容詞
厚紙,あつがみ,名詞
あつ紙,あつがみ,名詞
あつがみ,あつがみ,名詞
厚着,あつぎ,名詞
あつ着,あつぎ,名詞
あつぎ,あつぎ,名詞
暑苦しい,あつくるしい,形容詞
暑くるしい,あつくるしい,形容詞
あつ苦しい,あつくるしい,形容詞
あつくるしい,あつくるしい,形容詞
厚地,あつじ,名詞
あつ地,あつじ,名詞
あつじ,あつじ,名詞
厚手だ,あつでだ,形容詞
あつ手だ,あつでだ,形容詞
あつでだ,あつでだ,形容詞
集まる,あつまる,動詞
あつまる,あつまる,動詞
集まれる,あつまれる,動詞
あつまれる,あつまれる,動詞
集める,あつめる,動詞
あつめる,あつめる,動詞
誂え向きだ,あつらえむきだ,形容詞
あつらえ向きだ,あつらえむきだ,形容詞
誂えむきだ,あつらえむきだ,形容詞
あつらえむきだ,あつらえむきだ,形容詞
誂える,あつらえる,動詞
あつらえる,あつらえる,動詞
圧力,あつりょく,名詞
あつ力,あつりょく,名詞
あつりょく,あつりょく,名詞
軋轢,あつれき,名詞
軋れき,あつれき,名詞
あつ轢,あつれき,名詞
あつれき,あつれき,名詞
あてがう,あてがう,動詞
あてがえる,あてがえる,動詞
当て擦り,あてこすり,名詞
当てこすり,あてこすり,名詞
あてこすり,あてこすり,名詞
宛て先,あてさき,名詞
宛先,あてさき,名詞
あて先,あてさき,名詞
あてさき,あてさき,名詞
当て字,あてじ,名詞
あてじ,あてじ,名詞
当てずっぽうだ,あてずっぽうだ,形容詞
あてずっぽうだ,あてずっぽうだ,形容詞
当て付ける,あてつける,動詞
当てつける,あてつける,動詞
あて付ける,あてつける,動詞
あてつける,あてつける,動詞
宛て名,あてな,名詞
宛名,あてな,名詞
あて名,あてな,名詞
あてな,あてな,名詞
当て嵌まる,あてはまる,動詞
当て嵌る,あてはまる,動詞
当てはまる,あてはまる,動詞
あて嵌まる,あてはまる,動詞
あて嵌る,あてはまる,動詞
あてはまる,あてはまる,動詞
当て嵌まれる,あてはまれる,動詞
当て嵌れる,あてはまれる,動詞
当てはまれる,あてはまれる,動詞
あて嵌まれる,あてはまれる,動詞
あて嵌れる,あてはまれる,動詞
あてはまれる,あてはまれる,動詞
当て嵌める,あてはめる,動詞
当て嵌る,あてはめる,動詞
当てはめる,あてはめる,動詞
あて嵌める,あてはめる,動詞
あて嵌る,あてはめる,動詞
あてはめる,あてはめる,動詞
充てる,あてる,動詞
あてる,あてる,動詞
宛てる,あてる,動詞
あてる,あてる,動詞
当てる,あてる,動詞
あてる,あてる,動詞
あでやかだ,あでやかだ,形容詞
後,あと,名詞
あと,あと,名詞
痕,あと,名詞
あと,あと,名詞
跡,あと,名詞
あと,あと,名詞
後足,あとあし,名詞
あとあし,あとあし,名詞
後味,あとあじ,名詞
あとあじ,あとあじ,名詞
後々,あとあと,名詞
後後,あとあと,名詞
あとあと,あとあと,名詞
後追い,あとおい,名詞
あとおい,あとおい,名詞
後押し,あとおし,名詞
後おし,あとおし,名詞
あとおし,あとおし,名詞
跡形,あとかた,名詞
あと形,あとかた,名詞
あとかた,あとかた,名詞
跡片付け,あとかたづけ,名詞
後片付け,あとかたづけ,名詞
跡かた付け,あとかたづけ,名詞
あと片付け,あとかたづけ,名詞
後かた付け,あとかたづけ,名詞
